X,Y,Z,标注类别名称,预测类别,图像路径
240.4956,-5.0204525,-120.392395,cow_8,cow_8,./dataset/test-41-different/all\cow_8\cow_8_506.png
309.43173,44.80245,-3.4790158,cow_8,cow_8,./dataset/test-41-different/all\cow_8\cow_8_534.png
232.93707,298.77292,-237.44121,cow_8,cow_10,./dataset/test-41-different/all\cow_8\cow_8_548.png
338.41605,64.23262,-51.36219,cow_8,cow_8,./dataset/test-41-different/all\cow_8\cow_8_587.png
387.74496,84.574486,-66.29619,cow_8,cow_8,./dataset/test-41-different/all\cow_8\cow_8_595.png
438.56293,112.704414,-53.034763,cow_8,cow_8,./dataset/test-41-different/all\cow_8\cow_8_621.png
457.8411,135.38255,5.4850926,cow_8,cow_8,./dataset/test-41-different/all\cow_8\cow_8_684.png
416.7864,132.87505,44.750973,cow_8,cow_8,./dataset/test-41-different/all\cow_8\cow_8_687.png
457.13843,91.910164,48.03927,cow_8,cow_8,./dataset/test-41-different/all\cow_8\cow_8_706.png
454.9412,76.77746,-4.6420226,cow_8,cow_8,./dataset/test-41-different/all\cow_8\cow_8_709.png
399.4105,111.300026,-5.7048335,cow_8,cow_8,./dataset/test-41-different/all\cow_8\cow_8_720.png
401.92453,73.02397,35.335674,cow_8,cow_8,./dataset/test-41-different/all\cow_8\cow_8_730.png
404.66138,49.450066,-17.3253,cow_8,cow_8,./dataset/test-41-different/all\cow_8\cow_8_744.png
333.88574,4.958578,-71.02977,cow_8,cow_8,./dataset/test-41-different/all\cow_8\cow_8_770.png
305.11194,-10.573477,-117.16081,cow_8,cow_8,./dataset/test-41-different/all\cow_8\cow_8_789.png
325.4645,39.039738,-116.33733,cow_8,cow_8,./dataset/test-41-different/all\cow_8\cow_8_801.png
276.7621,27.177532,-82.6328,cow_8,cow_8,./dataset/test-41-different/all\cow_8\cow_8_826.png
274.34537,42.59416,-138.33376,cow_8,cow_8,./dataset/test-41-different/all\cow_8\cow_8_835.png
278.7877,79.1544,-100.16972,cow_8,cow_8,./dataset/test-41-different/all\cow_8\cow_8_849.png
22.80193,121.84564,-83.69223,cow_9,cow_9,./dataset/test-41-different/all\cow_9\cow_9_1038.png
91.36409,135.73706,-96.07548,cow_9,cow_9,./dataset/test-41-different/all\cow_9\cow_9_1095.png
97.0148,125.854996,-148.25403,cow_9,cow_9,./dataset/test-41-different/all\cow_9\cow_9_1128.png
133.86366,170.16495,-132.68648,cow_9,cow_9,./dataset/test-41-different/all\cow_9\cow_9_1168.png
67.58471,170.89235,-163.5702,cow_9,cow_9,./dataset/test-41-different/all\cow_9\cow_9_1169.png
89.433914,196.33063,-124.503944,cow_9,cow_9,./dataset/test-41-different/all\cow_9\cow_9_1172.png
113.694534,194.15416,-175.63431,cow_9,cow_9,./dataset/test-41-different/all\cow_9\cow_9_1187.png
-108.02645,-36.04582,33.87388,cow_9,cow_9,./dataset/test-41-different/all\cow_9\cow_9_428.png
148.59436,140.6957,-193.46596,cow_9,cow_9,./dataset/test-41-different/all\cow_9\cow_9_966.png
108.74308,129.54689,-214.38687,cow_9,cow_9,./dataset/test-41-different/all\cow_9\cow_9_975.png
